transaction_id,user_id,bank_name,payment_mode,amount,transaction_time,status,failure_reason,city,device_type,network_type
3096,973,HDFC,Debit Card,1751,2025-01-07 00:32:00,FAILED,,Hyderabad,Android,WiFi
3097,1636,HDFC,UPI,254,2025-01-24 08:49:00,SUCCESS,,Mumbai,Android,WiFi
3098,980,SBI,Credit Card,2719,2025-01-02 13:06:00,SUCCESS,,Delhi,Android,5G
3099,2703,ICICI,Credit Card,1547,2025-01-02 23:47:00,SUCCESS,,Bangalore,Android,5G
3100,1126,HDFC,UPI,2255,2025-01-01 19:27:00,FAILED,,Mumbai,Android,WiFi
3101,2179,PNB,Debit Card,1894,2025-01-12 08:14:00,SUCCESS,,Bangalore,iOS,4G
3102,2176,PNB,Credit Card,2250,2025-01-18 16:05:00,SUCCESS,,Chennai,Android,5G
3103,146,HDFC,Credit Card,4908,2025-01-18 07:16:00,SUCCESS,,Delhi,Android,4G
3104,1691,PNB,Debit Card,3030,2025-01-01 05:47:00,SUCCESS,,Bangalore,Android,5G
3105,217,HDFC,UPI,4185,2025-01-02 16:17:00,SUCCESS,,Hyderabad,iOS,4G
3106,418,Axis,Debit Card,74,2025-01-17 00:09:00,SUCCESS,,Bangalore,Android,WiFi
3107,3171,PNB,Debit Card,2866,2025-01-26 07:49:00,SUCCESS,,Hyderabad,iOS,5G
3108,2011,PNB,Debit Card,2791,2025-01-08 14:36:00,SUCCESS,,Bangalore,iOS,WiFi
3109,771,PNB,UPI,2984,2025-01-28 10:08:00,SUCCESS,,Chennai,iOS,5G
3110,3941,SBI,Debit Card,4078,2025-01-06 21:47:00,SUCCESS,,Delhi,iOS,4G
3111,11,PNB,UPI,2790,2025-01-05 16:50:00,SUCCESS,,Chennai,iOS,5G
3112,1676,PNB,Debit Card,1006,2025-01-04 15:57:00,SUCCESS,,Chennai,iOS,5G
3113,3735,PNB,UPI,1741,2025-01-25 05:44:00,SUCCESS,,Delhi,iOS,WiFi
3114,1703,SBI,UPI,3625,2025-01-12 15:32:00,SUCCESS,,Delhi,iOS,5G
3115,3927,SBI,Credit Card,4089,2025-01-24 22:42:00,SUCCESS,,Hyderabad,Android,4G
3116,434,HDFC,UPI,832,2025-01-02 15:49:00,SUCCESS,,Chennai,Android,4G
3117,1143,HDFC,Debit Card,3119,2025-01-23 08:46:00,SUCCESS,,Bangalore,iOS,5G
3118,2598,SBI,Debit Card,3974,2025-01-08 21:19:00,SUCCESS,,Chennai,iOS,WiFi
3119,2696,PNB,UPI,3550,2025-01-24 13:43:00,SUCCESS,,Bangalore,iOS,4G
3120,1616,PNB,Debit Card,2190,2025-01-14 08:57:00,SUCCESS,,Delhi,Android,WiFi
3121,1136,Axis,Debit Card,3527,2025-01-04 21:28:00,SUCCESS,,Bangalore,Android,WiFi
3122,2105,Axis,Debit Card,3861,2025-01-24 00:31:00,SUCCESS,,Chennai,Android,5G
3123,1048,PNB,Credit Card,3659,2025-01-03 18:44:00,FAILED,Timeout,Bangalore,iOS,WiFi
3124,1377,ICICI,Credit Card,2994,2025-01-12 04:25:00,SUCCESS,,Bangalore,Android,5G
3125,2169,SBI,Credit Card,2156,2025-01-03 21:38:00,SUCCESS,,Delhi,Android,WiFi
3126,714,SBI,Debit Card,3965,2025-01-14 12:29:00,FAILED,Insufficient Funds,Mumbai,iOS,WiFi
3127,1361,Axis,Credit Card,2113,2025-01-21 06:12:00,SUCCESS,,Hyderabad,Android,5G
3128,667,SBI,UPI,2394,2025-01-01 06:40:00,SUCCESS,,Mumbai,Android,5G
3129,3907,HDFC,Debit Card,3283,2025-01-14 21:41:00,SUCCESS,,Hyderabad,iOS,4G
3130,1271,ICICI,Debit Card,3020,2025-01-02 01:04:00,SUCCESS,,Delhi,iOS,4G
3131,2071,PNB,UPI,4771,2025-01-08 22:35:00,SUCCESS,,Bangalore,Android,5G
3132,1636,Axis,Debit Card,547,2025-01-18 04:52:00,SUCCESS,,Delhi,iOS,WiFi
3133,1447,Axis,Debit Card,4540,2025-01-06 11:02:00,SUCCESS,,Delhi,iOS,WiFi
3134,3119,Axis,Debit Card,1843,2025-01-30 02:17:00,SUCCESS,,Delhi,Android,4G
3135,1180,Axis,Debit Card,2874,2025-01-21 07:39:00,FAILED,Server Error,Hyderabad,iOS,WiFi
3136,3035,ICICI,Debit Card,2861,2025-01-02 14:34:00,SUCCESS,,Delhi,iOS,4G
3137,887,HDFC,Credit Card,130,2025-01-11 05:19:00,SUCCESS,,Bangalore,iOS,4G
3138,3648,Axis,UPI,13,2025-01-24 10:39:00,SUCCESS,,Chennai,iOS,5G
3139,2562,HDFC,Debit Card,2513,2025-01-30 08:01:00,SUCCESS,,Bangalore,iOS,WiFi
3140,3161,Axis,UPI,1264,2025-01-11 22:59:00,SUCCESS,,Bangalore,iOS,5G
3141,308,HDFC,Credit Card,1545,2025-01-02 22:51:00,SUCCESS,,Bangalore,iOS,WiFi
3142,1771,HDFC,Debit Card,2031,2025-01-16 12:35:00,SUCCESS,,Chennai,Android,WiFi
3143,2226,PNB,Credit Card,3320,2025-01-26 04:27:00,SUCCESS,,Chennai,Android,5G
3144,3744,Axis,Debit Card,4005,2025-01-24 18:53:00,SUCCESS,,Mumbai,Android,WiFi
3145,3023,ICICI,Credit Card,1863,2025-01-10 21:56:00,SUCCESS,,Chennai,iOS,4G
3146,3544,Axis,Debit Card,2815,2025-01-23 02:54:00,SUCCESS,,Hyderabad,iOS,5G
3147,1523,PNB,Credit Card,1031,2025-01-09 19:01:00,SUCCESS,,Delhi,iOS,4G
3148,1683,HDFC,Debit Card,4541,2025-01-07 23:37:00,FAILED,Insufficient Funds,Mumbai,Android,WiFi
3149,2298,SBI,Debit Card,346,2025-01-19 10:17:00,SUCCESS,,Chennai,Android,4G
3150,1452,HDFC,Credit Card,3967,2025-01-14 18:26:00,FAILED,Insufficient Funds,Mumbai,iOS,4G
3151,2608,Axis,Credit Card,3091,2025-01-12 18:04:00,SUCCESS,,Delhi,iOS,4G
3152,513,SBI,UPI,1029,2025-01-06 22:47:00,SUCCESS,,Mumbai,Android,WiFi
3153,2756,SBI,UPI,4010,2025-01-18 13:59:00,FAILED,,Delhi,iOS,WiFi
3154,2111,PNB,Credit Card,519,2025-01-06 11:54:00,SUCCESS,,Bangalore,Android,WiFi
3155,2682,ICICI,Credit Card,1550,2025-01-29 16:36:00,SUCCESS,,Hyderabad,iOS,WiFi
3156,2874,HDFC,UPI,2437,2025-01-06 00:34:00,FAILED,Insufficient Funds,Delhi,Android,WiFi
3157,2083,PNB,Debit Card,1132,2025-01-21 12:42:00,SUCCESS,,Bangalore,Android,WiFi
3158,2725,ICICI,Credit Card,1529,2025-01-18 00:21:00,SUCCESS,,Chennai,iOS,4G
3159,2965,ICICI,Credit Card,651,2025-01-24 23:05:00,SUCCESS,,Chennai,Android,4G
3160,1101,SBI,Debit Card,1670,2025-01-20 22:10:00,SUCCESS,,Bangalore,Android,WiFi
3161,1879,ICICI,Credit Card,2454,2025-01-09 11:57:00,SUCCESS,,Hyderabad,Android,5G
3162,3697,ICICI,Debit Card,1258,2025-01-20 00:34:00,SUCCESS,,Mumbai,iOS,4G
3163,3022,SBI,UPI,3387,2025-01-29 07:07:00,SUCCESS,,Chennai,Android,4G
3164,1533,PNB,Debit Card,2336,2025-01-16 19:58:00,SUCCESS,,Chennai,Android,4G
3165,105,ICICI,Credit Card,3203,2025-01-02 19:47:00,SUCCESS,,Hyderabad,iOS,4G
3166,2372,PNB,UPI,2019,2025-01-08 08:51:00,SUCCESS,,Hyderabad,iOS,WiFi
3167,1177,HDFC,Debit Card,1618,2025-01-29 21:03:00,SUCCESS,,Chennai,iOS,5G
3168,3008,ICICI,Credit Card,2599,2025-01-17 05:07:00,FAILED,Network Issue,Hyderabad,iOS,5G
3169,1386,PNB,Credit Card,2103,2025-01-06 13:55:00,SUCCESS,,Mumbai,Android,WiFi
3170,3786,ICICI,Credit Card,2249,2025-01-25 05:17:00,SUCCESS,,Hyderabad,Android,5G
3171,2319,PNB,Credit Card,4724,2025-01-28 09:38:00,SUCCESS,,Mumbai,Android,4G
3172,1145,PNB,UPI,2987,2025-01-20 05:36:00,SUCCESS,,Mumbai,iOS,4G
3173,1617,SBI,UPI,2878,2025-01-14 05:49:00,FAILED,Network Issue,Hyderabad,Android,5G
3174,3311,PNB,Credit Card,3574,2025-01-17 07:25:00,SUCCESS,,Chennai,Android,4G
3175,2680,PNB,Debit Card,2776,2025-01-22 11:50:00,FAILED,Insufficient Funds,Delhi,iOS,WiFi
3176,346,HDFC,Debit Card,4099,2025-01-12 09:41:00,FAILED,Timeout,Hyderabad,Android,4G
3177,3867,PNB,UPI,1591,2025-01-06 11:18:00,SUCCESS,,Mumbai,Android,4G
3178,3504,HDFC,UPI,4668,2025-01-08 03:01:00,FAILED,Timeout,Hyderabad,iOS,WiFi
3179,1787,Axis,UPI,2474,2025-01-29 17:11:00,SUCCESS,,Bangalore,iOS,5G
3180,1511,SBI,UPI,4311,2025-01-05 15:43:00,FAILED,Timeout,Bangalore,Android,4G
3181,2245,PNB,UPI,2241,2025-01-03 10:46:00,SUCCESS,,Chennai,iOS,5G
3182,2483,HDFC,UPI,353,2025-01-19 08:09:00,SUCCESS,,Chennai,iOS,WiFi
3183,3075,PNB,Credit Card,2059,2025-01-27 15:22:00,FAILED,Network Issue,Hyderabad,Android,WiFi
3184,841,Axis,UPI,1931,2025-01-25 21:38:00,SUCCESS,,Chennai,Android,5G
3185,2650,SBI,UPI,702,2025-01-14 11:19:00,SUCCESS,,Hyderabad,iOS,WiFi
3186,3939,ICICI,UPI,46,2025-01-12 00:10:00,FAILED,,Bangalore,iOS,WiFi
3187,2396,Axis,Credit Card,3119,2025-01-15 05:32:00,SUCCESS,,Mumbai,Android,4G
3188,2636,Axis,Debit Card,1944,2025-01-02 14:29:00,SUCCESS,,Mumbai,iOS,WiFi
3189,1221,SBI,Credit Card,4469,2025-01-10 15:26:00,SUCCESS,,Bangalore,iOS,5G
3190,2970,PNB,UPI,2971,2025-01-03 07:09:00,SUCCESS,,Mumbai,Android,WiFi
3191,2827,PNB,Debit Card,1697,2025-01-17 21:11:00,SUCCESS,,Mumbai,Android,4G
3192,1395,ICICI,Credit Card,3861,2025-01-27 19:32:00,FAILED,Server Error,Delhi,iOS,5G
3193,1431,Axis,Credit Card,2125,2025-01-06 22:03:00,SUCCESS,,Hyderabad,Android,5G
3194,3188,PNB,UPI,4753,2025-01-04 16:07:00,SUCCESS,,Chennai,Android,WiFi
3195,3727,SBI,Debit Card,1605,2025-01-18 22:40:00,SUCCESS,,Delhi,iOS,4G
3196,2350,HDFC,Credit Card,1216,2025-01-19 09:38:00,SUCCESS,,Bangalore,iOS,5G
3197,347,SBI,Credit Card,4172,2025-01-17 09:26:00,SUCCESS,,Chennai,Android,5G
3198,27,HDFC,Debit Card,2917,2025-01-28 09:08:00,SUCCESS,,Chennai,Android,4G
3199,3818,Axis,Credit Card,3822,2025-01-13 20:20:00,SUCCESS,,Mumbai,Android,4G
3200,2414,ICICI,UPI,2647,2025-01-26 04:10:00,SUCCESS,,Chennai,Android,4G
3201,1780,Axis,Debit Card,2873,2025-01-18 18:57:00,SUCCESS,,Bangalore,Android,4G
3202,1974,HDFC,UPI,3775,2025-01-18 07:57:00,SUCCESS,,Bangalore,Android,5G
3203,795,ICICI,UPI,3724,2025-01-05 05:21:00,SUCCESS,,Chennai,Android,WiFi
3204,1050,PNB,Debit Card,2342,2025-01-02 06:35:00,SUCCESS,,Delhi,Android,5G
3205,2189,PNB,UPI,4265,2025-01-29 11:10:00,FAILED,Server Error,Chennai,Android,5G
3206,1398,PNB,Credit Card,1454,2025-01-19 10:06:00,FAILED,Timeout,Mumbai,Android,5G
3207,555,PNB,Credit Card,584,2025-01-15 15:40:00,SUCCESS,,Bangalore,iOS,4G
3208,432,HDFC,Debit Card,2368,2025-01-11 04:15:00,SUCCESS,,Bangalore,iOS,WiFi
3209,2893,PNB,Credit Card,4181,2025-01-21 11:23:00,FAILED,Timeout,Mumbai,Android,5G
3210,103,ICICI,Credit Card,3758,2025-01-21 14:49:00,SUCCESS,,Hyderabad,iOS,WiFi
3211,203,HDFC,UPI,448,2025-01-15 07:19:00,SUCCESS,,Chennai,iOS,WiFi
3212,1128,ICICI,Credit Card,435,2025-01-18 18:40:00,SUCCESS,,Mumbai,iOS,5G
3213,3309,HDFC,Credit Card,4828,2025-01-26 21:33:00,FAILED,Insufficient Funds,Delhi,iOS,5G
3214,2043,Axis,UPI,1074,2025-01-24 11:15:00,SUCCESS,,Chennai,Android,WiFi
3215,3983,PNB,Credit Card,2181,2025-01-29 03:17:00,SUCCESS,,Hyderabad,Android,4G
3216,3807,SBI,Debit Card,679,2025-01-08 04:18:00,FAILED,Server Error,Chennai,iOS,WiFi
3217,2555,PNB,Debit Card,207,2025-01-10 00:13:00,SUCCESS,,Hyderabad,iOS,5G
3218,1453,Axis,Credit Card,4538,2025-01-19 17:36:00,SUCCESS,,Hyderabad,iOS,WiFi
3219,2620,ICICI,UPI,3277,2025-01-13 06:38:00,SUCCESS,,Chennai,iOS,WiFi
3220,503,HDFC,Credit Card,1817,2025-01-18 09:40:00,SUCCESS,,Bangalore,Android,WiFi
3221,167,HDFC,Debit Card,2886,2025-01-03 07:13:00,FAILED,Server Error,Hyderabad,iOS,WiFi
3222,3665,PNB,Debit Card,2918,2025-01-08 00:38:00,SUCCESS,,Mumbai,Android,WiFi
3223,2354,ICICI,UPI,2038,2025-01-22 16:56:00,SUCCESS,,Mumbai,Android,5G
3224,2204,ICICI,UPI,2137,2025-01-16 10:37:00,SUCCESS,,Chennai,iOS,5G
3225,845,PNB,UPI,4480,2025-01-01 17:37:00,SUCCESS,,Hyderabad,Android,WiFi
3226,2086,Axis,Credit Card,4723,2025-01-05 14:35:00,SUCCESS,,Bangalore,Android,WiFi
3227,2684,ICICI,UPI,2932,2025-01-29 11:05:00,SUCCESS,,Mumbai,Android,WiFi
3228,585,Axis,Debit Card,840,2025-01-12 11:24:00,SUCCESS,,Bangalore,Android,5G
3229,904,Axis,Credit Card,3217,2025-01-08 17:48:00,FAILED,,Chennai,iOS,WiFi
3230,3585,Axis,Credit Card,1319,2025-01-15 17:30:00,SUCCESS,,Delhi,Android,4G
3231,3666,PNB,UPI,3296,2025-01-14 00:05:00,SUCCESS,,Hyderabad,Android,4G
3232,1625,ICICI,Credit Card,107,2025-01-24 06:14:00,SUCCESS,,Chennai,Android,4G
3233,353,SBI,Debit Card,2436,2025-01-26 21:51:00,FAILED,Insufficient Funds,Chennai,Android,5G
3234,3809,ICICI,UPI,1690,2025-01-06 17:10:00,FAILED,Insufficient Funds,Bangalore,iOS,5G
3235,829,SBI,Credit Card,4376,2025-01-07 13:05:00,SUCCESS,,Hyderabad,iOS,5G
3236,2376,SBI,Debit Card,1121,2025-01-18 09:48:00,SUCCESS,,Chennai,Android,4G
3237,1026,Axis,Credit Card,964,2025-01-29 21:23:00,SUCCESS,,Delhi,Android,4G
3238,599,Axis,UPI,2572,2025-01-01 20:08:00,SUCCESS,,Bangalore,iOS,4G
3239,2706,SBI,Debit Card,3765,2025-01-29 00:09:00,SUCCESS,,Hyderabad,Android,4G
3240,2239,HDFC,Debit Card,4859,2025-01-24 16:05:00,SUCCESS,,Bangalore,iOS,WiFi
3241,3006,HDFC,Debit Card,4125,2025-01-14 13:20:00,FAILED,Server Error,Chennai,iOS,WiFi
3242,932,ICICI,Debit Card,4494,2025-01-24 19:14:00,SUCCESS,,Mumbai,Android,4G
3243,142,ICICI,Debit Card,2324,2025-01-20 01:45:00,FAILED,Server Error,Bangalore,iOS,5G
3244,2211,PNB,Credit Card,2621,2025-01-26 12:37:00,SUCCESS,,Chennai,Android,4G
3245,653,HDFC,Debit Card,4766,2025-01-29 15:45:00,SUCCESS,,Bangalore,iOS,4G
3246,951,PNB,Debit Card,3700,2025-01-12 08:09:00,SUCCESS,,Mumbai,Android,4G
3247,2098,ICICI,Credit Card,1757,2025-01-28 23:37:00,SUCCESS,,Delhi,iOS,WiFi
3248,3882,HDFC,UPI,2667,2025-01-02 10:25:00,SUCCESS,,Chennai,Android,WiFi
3249,2500,SBI,Credit Card,4779,2025-01-14 08:58:00,SUCCESS,,Delhi,Android,5G
3250,1976,SBI,Debit Card,3638,2025-01-08 09:20:00,SUCCESS,,Bangalore,iOS,WiFi
3251,633,HDFC,Debit Card,2210,2025-01-20 16:50:00,SUCCESS,,Hyderabad,iOS,WiFi
3252,2347,HDFC,Debit Card,4551,2025-01-20 16:45:00,SUCCESS,,Mumbai,iOS,WiFi
3253,41,PNB,Credit Card,2988,2025-01-12 00:19:00,SUCCESS,,Chennai,iOS,4G
3254,3709,Axis,Credit Card,3178,2025-01-04 11:30:00,SUCCESS,,Mumbai,iOS,4G
3255,1587,ICICI,Credit Card,2125,2025-01-23 16:42:00,SUCCESS,,Chennai,Android,4G
3256,677,HDFC,Debit Card,3275,2025-01-12 11:11:00,SUCCESS,,Hyderabad,iOS,WiFi
3257,2133,HDFC,Debit Card,1896,2025-01-06 07:47:00,SUCCESS,,Delhi,iOS,5G
3258,1282,SBI,UPI,3180,2025-01-18 07:29:00,SUCCESS,,Chennai,Android,WiFi
3259,3884,ICICI,Debit Card,3977,2025-01-26 21:53:00,SUCCESS,,Hyderabad,iOS,WiFi
3260,3922,HDFC,Debit Card,4778,2025-01-29 12:29:00,SUCCESS,,Hyderabad,iOS,5G
3261,27,HDFC,Debit Card,2925,2025-01-03 05:18:00,SUCCESS,,Mumbai,Android,5G
3262,1317,Axis,Debit Card,2544,2025-01-27 01:52:00,SUCCESS,,Bangalore,Android,4G
3263,237,HDFC,Credit Card,1733,2025-01-10 11:39:00,SUCCESS,,Mumbai,iOS,4G
3264,3110,Axis,Credit Card,3034,2025-01-20 20:15:00,FAILED,Timeout,Hyderabad,iOS,5G
3265,2748,PNB,Debit Card,1212,2025-01-21 06:23:00,SUCCESS,,Delhi,Android,WiFi
3266,157,SBI,UPI,2556,2025-01-30 16:46:00,SUCCESS,,Bangalore,iOS,4G
3267,1774,HDFC,Credit Card,260,2025-01-22 08:42:00,SUCCESS,,Mumbai,iOS,WiFi
3268,1514,SBI,UPI,4138,2025-01-08 13:57:00,SUCCESS,,Bangalore,Android,4G
3269,3103,PNB,Debit Card,3146,2025-01-14 13:40:00,FAILED,Timeout,Delhi,iOS,5G
3270,2396,Axis,Debit Card,3563,2025-01-25 23:56:00,SUCCESS,,Hyderabad,Android,WiFi
3271,3331,Axis,Credit Card,1664,2025-01-24 20:34:00,SUCCESS,,Hyderabad,iOS,5G
3272,940,Axis,UPI,4869,2025-01-25 03:18:00,SUCCESS,,Chennai,iOS,5G
3273,1479,HDFC,UPI,2980,2025-01-30 20:23:00,SUCCESS,,Hyderabad,Android,WiFi
3274,2696,Axis,UPI,2588,2025-01-06 06:50:00,SUCCESS,,Mumbai,Android,WiFi
3275,3980,HDFC,UPI,3304,2025-01-07 07:05:00,SUCCESS,,Hyderabad,iOS,WiFi
3276,1755,SBI,UPI,4473,2025-01-16 03:20:00,SUCCESS,,Hyderabad,iOS,WiFi
3277,21,HDFC,Debit Card,3702,2025-01-07 21:04:00,SUCCESS,,Bangalore,Android,4G
3278,3143,PNB,UPI,1571,2025-01-17 01:27:00,SUCCESS,,Chennai,iOS,5G
3279,3280,ICICI,Credit Card,1415,2025-01-14 21:26:00,SUCCESS,,Mumbai,iOS,WiFi
3280,1724,PNB,Debit Card,652,2025-01-20 00:18:00,SUCCESS,,Delhi,iOS,WiFi
3281,746,PNB,Debit Card,1707,2025-01-19 06:32:00,FAILED,Server Error,Bangalore,iOS,4G
3282,3654,Axis,UPI,3372,2025-01-22 17:46:00,SUCCESS,,Mumbai,Android,WiFi
3283,716,SBI,Debit Card,2025,2025-01-11 11:26:00,FAILED,Network Issue,Mumbai,Android,4G
3284,344,PNB,Debit Card,967,2025-01-02 00:26:00,FAILED,Timeout,Mumbai,iOS,5G
3285,2222,PNB,UPI,117,2025-01-17 22:17:00,FAILED,Timeout,Delhi,Android,WiFi
3286,3380,Axis,UPI,1580,2025-01-16 19:10:00,SUCCESS,,Delhi,Android,WiFi
3287,1853,SBI,Credit Card,3980,2025-01-04 16:20:00,SUCCESS,,Mumbai,Android,4G
3288,3861,Axis,Debit Card,2317,2025-01-21 01:19:00,SUCCESS,,Mumbai,Android,WiFi
3289,2510,Axis,Credit Card,1459,2025-01-03 18:42:00,SUCCESS,,Mumbai,iOS,4G
3290,3445,SBI,Credit Card,3082,2025-01-06 12:53:00,SUCCESS,,Hyderabad,iOS,4G
3291,880,PNB,UPI,41,2025-01-25 01:35:00,SUCCESS,,Delhi,Android,4G
3292,1984,HDFC,UPI,2032,2025-01-02 05:09:00,FAILED,Timeout,Hyderabad,Android,4G
3293,3610,ICICI,UPI,589,2025-01-04 20:58:00,SUCCESS,,Chennai,iOS,5G
3294,2851,SBI,Credit Card,2923,2025-01-27 08:56:00,FAILED,Network Issue,Hyderabad,Android,5G
3295,149,PNB,Debit Card,1230,2025-01-23 12:57:00,FAILED,,Chennai,iOS,5G
3296,3108,HDFC,Debit Card,4574,2025-01-22 04:49:00,SUCCESS,,Bangalore,Android,WiFi
3297,970,SBI,UPI,490,2025-01-16 16:36:00,SUCCESS,,Delhi,Android,4G
3298,2572,Axis,UPI,1472,2025-01-17 17:51:00,SUCCESS,,Mumbai,iOS,WiFi
3299,1227,Axis,Credit Card,303,2025-01-09 00:55:00,SUCCESS,,Hyderabad,iOS,WiFi
3300,903,SBI,Credit Card,449,2025-01-22 09:32:00,SUCCESS,,Hyderabad,Android,WiFi
3301,3186,ICICI,Credit Card,2055,2025-01-11 05:03:00,SUCCESS,,Bangalore,Android,4G
3302,1349,ICICI,UPI,1865,2025-01-04 02:12:00,SUCCESS,,Bangalore,iOS,4G
3303,441,SBI,Debit Card,3957,2025-01-13 03:43:00,FAILED,Server Error,Hyderabad,iOS,WiFi
3304,3169,Axis,Credit Card,1296,2025-01-02 22:34:00,SUCCESS,,Bangalore,iOS,WiFi
3305,2894,ICICI,Credit Card,3156,2025-01-28 04:46:00,SUCCESS,,Bangalore,iOS,WiFi
3306,3837,PNB,Credit Card,4856,2025-01-19 05:47:00,SUCCESS,,Chennai,Android,4G
3307,1364,SBI,UPI,4569,2025-01-03 13:02:00,SUCCESS,,Bangalore,iOS,WiFi
3308,721,SBI,UPI,2135,2025-01-05 21:19:00,SUCCESS,,Bangalore,iOS,WiFi
3309,2675,HDFC,UPI,3199,2025-01-22 00:56:00,SUCCESS,,Chennai,Android,5G
3310,3518,ICICI,Credit Card,1043,2025-01-24 03:31:00,SUCCESS,,Chennai,iOS,4G
3311,2671,ICICI,Credit Card,3984,2025-01-21 08:03:00,SUCCESS,,Bangalore,Android,4G
3312,240,Axis,Credit Card,450,2025-01-22 03:31:00,SUCCESS,,Bangalore,iOS,4G
3313,3840,SBI,UPI,465,2025-01-02 00:34:00,SUCCESS,,Delhi,iOS,WiFi
3314,212,PNB,UPI,2036,2025-01-21 16:26:00,SUCCESS,,Delhi,iOS,4G
3315,3731,SBI,UPI,2633,2025-01-14 14:03:00,FAILED,Network Issue,Hyderabad,iOS,WiFi
3316,3140,SBI,Debit Card,3204,2025-01-25 09:37:00,SUCCESS,,Hyderabad,iOS,4G
3317,1030,SBI,Credit Card,2023,2025-01-11 07:47:00,FAILED,Network Issue,Mumbai,iOS,4G
3318,2562,Axis,Credit Card,3333,2025-01-22 11:26:00,SUCCESS,,Hyderabad,Android,4G
3319,358,Axis,Credit Card,862,2025-01-14 15:20:00,FAILED,Insufficient Funds,Bangalore,iOS,5G
3320,2760,HDFC,Debit Card,1630,2025-01-27 05:23:00,SUCCESS,,Chennai,Android,5G
3321,208,SBI,Debit Card,747,2025-01-16 17:53:00,SUCCESS,,Hyderabad,Android,5G
3322,940,PNB,Debit Card,3197,2025-01-27 12:15:00,SUCCESS,,Mumbai,Android,5G
3323,3620,Axis,Debit Card,1710,2025-01-28 22:24:00,SUCCESS,,Delhi,iOS,4G
3324,3824,PNB,UPI,4904,2025-01-06 10:19:00,FAILED,Timeout,Delhi,Android,4G
3325,1146,PNB,Debit Card,29,2025-01-24 04:59:00,SUCCESS,,Hyderabad,iOS,WiFi
3326,2792,ICICI,Debit Card,4216,2025-01-20 02:11:00,SUCCESS,,Mumbai,Android,4G
3327,143,HDFC,UPI,1757,2025-01-10 01:19:00,FAILED,,Chennai,Android,WiFi
3328,3734,HDFC,Debit Card,451,2025-01-08 20:15:00,SUCCESS,,Delhi,Android,WiFi
3329,3339,Axis,Credit Card,2757,2025-01-10 03:47:00,SUCCESS,,Hyderabad,Android,4G
3330,2746,PNB,Credit Card,3895,2025-01-09 01:44:00,FAILED,Server Error,Chennai,Android,WiFi
3331,1512,PNB,UPI,3525,2025-01-25 22:51:00,SUCCESS,,Delhi,iOS,WiFi
3332,2989,Axis,UPI,3481,2025-01-06 00:04:00,SUCCESS,,Hyderabad,Android,4G
3333,3824,PNB,UPI,4781,2025-01-09 11:45:00,SUCCESS,,Bangalore,Android,WiFi
3334,1415,PNB,UPI,4896,2025-01-09 14:25:00,SUCCESS,,Delhi,Android,WiFi
3335,213,Axis,Debit Card,4366,2025-01-08 22:35:00,SUCCESS,,Chennai,iOS,4G
3336,639,HDFC,Debit Card,2367,2025-01-05 00:22:00,SUCCESS,,Chennai,iOS,4G
3337,844,ICICI,UPI,4579,2025-01-03 22:02:00,FAILED,Timeout,Chennai,iOS,5G
3338,1475,PNB,UPI,4033,2025-01-01 03:09:00,SUCCESS,,Bangalore,iOS,WiFi
3339,3889,PNB,Credit Card,276,2025-01-10 17:17:00,SUCCESS,,Chennai,Android,5G
3340,3756,ICICI,UPI,4383,2025-01-11 16:02:00,SUCCESS,,Mumbai,iOS,WiFi
3341,328,PNB,Debit Card,1835,2025-01-17 12:01:00,SUCCESS,,Delhi,iOS,4G
3342,1657,SBI,UPI,409,2025-01-12 02:52:00,SUCCESS,,Hyderabad,iOS,5G
3343,2929,HDFC,UPI,4480,2025-01-07 18:02:00,FAILED,Server Error,Bangalore,iOS,4G
3344,3439,HDFC,Debit Card,4529,2025-01-20 23:14:00,FAILED,Server Error,Chennai,Android,4G
3345,2106,Axis,UPI,3593,2025-01-07 23:26:00,SUCCESS,,Bangalore,Android,5G
3346,1933,ICICI,Credit Card,261,2025-01-07 04:19:00,SUCCESS,,Delhi,iOS,WiFi
3347,390,Axis,Credit Card,2378,2025-01-05 02:25:00,SUCCESS,,Hyderabad,Android,5G
3348,2703,PNB,UPI,334,2025-01-23 09:40:00,SUCCESS,,Mumbai,iOS,4G
3349,3373,ICICI,Credit Card,89,2025-01-01 14:48:00,SUCCESS,,Hyderabad,Android,5G
3350,2413,ICICI,Debit Card,3256,2025-01-28 04:32:00,SUCCESS,,Delhi,iOS,4G
3351,1603,PNB,Debit Card,1359,2025-01-10 20:42:00,SUCCESS,,Mumbai,Android,4G
3352,917,ICICI,Debit Card,1704,2025-01-26 02:18:00,SUCCESS,,Hyderabad,iOS,4G
3353,1012,ICICI,Debit Card,3799,2025-01-15 18:16:00,FAILED,Server Error,Hyderabad,Android,4G
3354,1420,ICICI,UPI,2950,2025-01-03 13:03:00,FAILED,Timeout,Mumbai,Android,WiFi
3355,2913,ICICI,UPI,3194,2025-01-29 05:14:00,FAILED,Server Error,Bangalore,iOS,WiFi
3356,504,HDFC,Debit Card,752,2025-01-11 14:49:00,SUCCESS,,Hyderabad,iOS,4G
3357,943,SBI,Debit Card,3402,2025-01-13 14:43:00,FAILED,,Bangalore,iOS,4G
3358,875,SBI,UPI,1022,2025-01-22 23:49:00,SUCCESS,,Mumbai,Android,5G
